Grasp 1,Grasp 2,Grasp 3,Grasp 4,Grasp 5,Grasp 6
0.8591836734693877,0.8561224489795919,0.8346938775510204,0.8418367346938775,0.8551020408163266,0.8091836734693878
0.8204081632653061,0.8714285714285714,0.8938775510204081,0.85,0.8857142857142857,0.8622448979591837
0.8877551020408163,0.8510204081632653,0.85,0.8448979591836735,0.8693877551020408,0.8581632653061224
0.8214285714285714,0.8244897959183674,0.8479591836734693,0.8397959183673469,0.8163265306122449,0.8642857142857143
0.8479591836734693,0.8795918367346939,0.7938775510204081,0.8428571428571429,0.8377551020408164,0.8581632653061224
0.8473469387755103,0.8565306122448979,0.8440816326530612,0.8438775510204082,0.8528571428571429,0.8504081632653062
