subject,acc,pos,mean_acc
2,"[array([0.39332366, 0.43957826, 0.51387787, 0.50197628, 0.36660777,
       0.33801653, 0.42084562, 0.39145658, 0.50930997, 0.44312169]), array([0.35964912, 0.41257537, 0.42329545, 0.48492908, 0.32335329,
       0.36602452, 0.41504649, 0.36422882, 0.45753114, 0.40604629]), array([0.43114241, 0.45402766, 0.61950697, 0.49005964, 0.32371134,
       0.35186722, 0.39482759, 0.32412791, 0.52441614, 0.43480726]), array([0.4552    , 0.42682927, 0.43735934, 0.48557692, 0.33154602,
       0.35640414, 0.44807692, 0.36596737, 0.34858812, 0.42001323]), array([0.43546971, 0.4278306 , 0.55289788, 0.45727273, 0.31563636,
       0.36949686, 0.43507589, 0.31447465, 0.37733773, 0.41224258])]",1,0.4149569801138873
2,"[array([0.39332366, 0.43957826, 0.51387787, 0.50197628, 0.36660777,
       0.33801653, 0.42084562, 0.39145658, 0.50930997, 0.44312169]), array([0.35964912, 0.41257537, 0.42329545, 0.48492908, 0.32335329,
       0.36602452, 0.41504649, 0.36422882, 0.45753114, 0.40604629]), array([0.43114241, 0.45402766, 0.61950697, 0.49005964, 0.32371134,
       0.35186722, 0.39482759, 0.32412791, 0.52441614, 0.43480726]), array([0.4552    , 0.42682927, 0.43735934, 0.48557692, 0.33154602,
       0.35640414, 0.44807692, 0.36596737, 0.34858812, 0.42001323]), array([0.43546971, 0.4278306 , 0.55289788, 0.45727273, 0.31563636,
       0.36949686, 0.43507589, 0.31447465, 0.37733773, 0.41224258])]",2,0.432168231978046
2,"[array([0.39332366, 0.43957826, 0.51387787, 0.50197628, 0.36660777,
       0.33801653, 0.42084562, 0.39145658, 0.50930997, 0.44312169]), array([0.35964912, 0.41257537, 0.42329545, 0.48492908, 0.32335329,
       0.36602452, 0.41504649, 0.36422882, 0.45753114, 0.40604629]), array([0.43114241, 0.45402766, 0.61950697, 0.49005964, 0.32371134,
       0.35186722, 0.39482759, 0.32412791, 0.52441614, 0.43480726]), array([0.4552    , 0.42682927, 0.43735934, 0.48557692, 0.33154602,
       0.35640414, 0.44807692, 0.36596737, 0.34858812, 0.42001323]), array([0.43546971, 0.4278306 , 0.55289788, 0.45727273, 0.31563636,
       0.36949686, 0.43507589, 0.31447465, 0.37733773, 0.41224258])]",3,0.5093875039883029
2,"[array([0.39332366, 0.43957826, 0.51387787, 0.50197628, 0.36660777,
       0.33801653, 0.42084562, 0.39145658, 0.50930997, 0.44312169]), array([0.35964912, 0.41257537, 0.42329545, 0.48492908, 0.32335329,
       0.36602452, 0.41504649, 0.36422882, 0.45753114, 0.40604629]), array([0.43114241, 0.45402766, 0.61950697, 0.49005964, 0.32371134,
       0.35186722, 0.39482759, 0.32412791, 0.52441614, 0.43480726]), array([0.4552    , 0.42682927, 0.43735934, 0.48557692, 0.33154602,
       0.35640414, 0.44807692, 0.36596737, 0.34858812, 0.42001323]), array([0.43546971, 0.4278306 , 0.55289788, 0.45727273, 0.31563636,
       0.36949686, 0.43507589, 0.31447465, 0.37733773, 0.41224258])]",4,0.48396293101918647
2,"[array([0.39332366, 0.43957826, 0.51387787, 0.50197628, 0.36660777,
       0.33801653, 0.42084562, 0.39145658, 0.50930997, 0.44312169]), array([0.35964912, 0.41257537, 0.42329545, 0.48492908, 0.32335329,
       0.36602452, 0.41504649, 0.36422882, 0.45753114, 0.40604629]), array([0.43114241, 0.45402766, 0.61950697, 0.49005964, 0.32371134,
       0.35186722, 0.39482759, 0.32412791, 0.52441614, 0.43480726]), array([0.4552    , 0.42682927, 0.43735934, 0.48557692, 0.33154602,
       0.35640414, 0.44807692, 0.36596737, 0.34858812, 0.42001323]), array([0.43546971, 0.4278306 , 0.55289788, 0.45727273, 0.31563636,
       0.36949686, 0.43507589, 0.31447465, 0.37733773, 0.41224258])]",5,0.33217095886846887
2,"[array([0.39332366, 0.43957826, 0.51387787, 0.50197628, 0.36660777,
       0.33801653, 0.42084562, 0.39145658, 0.50930997, 0.44312169]), array([0.35964912, 0.41257537, 0.42329545, 0.48492908, 0.32335329,
       0.36602452, 0.41504649, 0.36422882, 0.45753114, 0.40604629]), array([0.43114241, 0.45402766, 0.61950697, 0.49005964, 0.32371134,
       0.35186722, 0.39482759, 0.32412791, 0.52441614, 0.43480726]), array([0.4552    , 0.42682927, 0.43735934, 0.48557692, 0.33154602,
       0.35640414, 0.44807692, 0.36596737, 0.34858812, 0.42001323]), array([0.43546971, 0.4278306 , 0.55289788, 0.45727273, 0.31563636,
       0.36949686, 0.43507589, 0.31447465, 0.37733773, 0.41224258])]",6,0.3563618518822134
2,"[array([0.39332366, 0.43957826, 0.51387787, 0.50197628, 0.36660777,
       0.33801653, 0.42084562, 0.39145658, 0.50930997, 0.44312169]), array([0.35964912, 0.41257537, 0.42329545, 0.48492908, 0.32335329,
       0.36602452, 0.41504649, 0.36422882, 0.45753114, 0.40604629]), array([0.43114241, 0.45402766, 0.61950697, 0.49005964, 0.32371134,
       0.35186722, 0.39482759, 0.32412791, 0.52441614, 0.43480726]), array([0.4552    , 0.42682927, 0.43735934, 0.48557692, 0.33154602,
       0.35640414, 0.44807692, 0.36596737, 0.34858812, 0.42001323]), array([0.43546971, 0.4278306 , 0.55289788, 0.45727273, 0.31563636,
       0.36949686, 0.43507589, 0.31447465, 0.37733773, 0.41224258])]",7,0.42277450219353446
2,"[array([0.39332366, 0.43957826, 0.51387787, 0.50197628, 0.36660777,
       0.33801653, 0.42084562, 0.39145658, 0.50930997, 0.44312169]), array([0.35964912, 0.41257537, 0.42329545, 0.48492908, 0.32335329,
       0.36602452, 0.41504649, 0.36422882, 0.45753114, 0.40604629]), array([0.43114241, 0.45402766, 0.61950697, 0.49005964, 0.32371134,
       0.35186722, 0.39482759, 0.32412791, 0.52441614, 0.43480726]), array([0.4552    , 0.42682927, 0.43735934, 0.48557692, 0.33154602,
       0.35640414, 0.44807692, 0.36596737, 0.34858812, 0.42001323]), array([0.43546971, 0.4278306 , 0.55289788, 0.45727273, 0.31563636,
       0.36949686, 0.43507589, 0.31447465, 0.37733773, 0.41224258])]",8,0.35205106525299074
2,"[array([0.39332366, 0.43957826, 0.51387787, 0.50197628, 0.36660777,
       0.33801653, 0.42084562, 0.39145658, 0.50930997, 0.44312169]), array([0.35964912, 0.41257537, 0.42329545, 0.48492908, 0.32335329,
       0.36602452, 0.41504649, 0.36422882, 0.45753114, 0.40604629]), array([0.43114241, 0.45402766, 0.61950697, 0.49005964, 0.32371134,
       0.35186722, 0.39482759, 0.32412791, 0.52441614, 0.43480726]), array([0.4552    , 0.42682927, 0.43735934, 0.48557692, 0.33154602,
       0.35640414, 0.44807692, 0.36596737, 0.34858812, 0.42001323]), array([0.43546971, 0.4278306 , 0.55289788, 0.45727273, 0.31563636,
       0.36949686, 0.43507589, 0.31447465, 0.37733773, 0.41224258])]",9,0.4434366202727305
2,"[array([0.39332366, 0.43957826, 0.51387787, 0.50197628, 0.36660777,
       0.33801653, 0.42084562, 0.39145658, 0.50930997, 0.44312169]), array([0.35964912, 0.41257537, 0.42329545, 0.48492908, 0.32335329,
       0.36602452, 0.41504649, 0.36422882, 0.45753114, 0.40604629]), array([0.43114241, 0.45402766, 0.61950697, 0.49005964, 0.32371134,
       0.35186722, 0.39482759, 0.32412791, 0.52441614, 0.43480726]), array([0.4552    , 0.42682927, 0.43735934, 0.48557692, 0.33154602,
       0.35640414, 0.44807692, 0.36596737, 0.34858812, 0.42001323]), array([0.43546971, 0.4278306 , 0.55289788, 0.45727273, 0.31563636,
       0.36949686, 0.43507589, 0.31447465, 0.37733773, 0.41224258])]",10,0.4232462109177579
