subject,source,target,acc,mean,std
8,5,1,"[0.907312925170068, 0.8698979591836735, 0.9115646258503401, 0.9906462585034014, 0.9489795918367347]",0.9256802721088435,0.04101637484260771
8,5,3,"[0.8239795918367347, 0.8188775510204082, 0.9642857142857143, 0.7865646258503401, 0.95578231292517]",0.8698979591836735,0.07475452291894637
8,5,5,"[0.9948979591836735, 0.9957482993197279, 0.9957482993197279, 0.9812925170068028, 0.9863945578231292]",0.9908163265306122,0.005925595710947043
8,5,7,"[0.9617346938775511, 0.8792517006802721, 0.9387755102040817, 0.9821428571428571, 0.9821428571428571]",0.9488095238095239,0.03828382016211052
8,5,9,"[0.8392857142857143, 0.826530612244898, 0.8392857142857143, 0.9549319727891157, 0.8197278911564626]",0.855952380952381,0.05006070173414147
8,7,1,"[0.8248299319727891, 0.8248299319727891, 0.7721088435374149, 0.939625850340136, 0.8775510204081632]",0.8477891156462585,0.05674770238637534
8,7,3,"[0.8256802721088435, 0.842687074829932, 0.9523809523809523, 0.8886054421768708, 0.9438775510204082]",0.8906462585034014,0.05132167290591403
8,7,5,"[0.9846938775510204, 0.9540816326530612, 0.9311224489795918, 0.9540816326530612, 0.9829931972789115]",0.9613945578231293,0.02016292562622984
8,7,7,"[0.9566326530612245, 0.9761904761904762, 0.9940476190476191, 0.9957482993197279, 0.9948979591836735]",0.9835034013605443,0.015273964707018863
8,7,9,"[0.8511904761904762, 0.8299319727891157, 0.8554421768707483, 0.9047619047619048, 0.8571428571428571]",0.8596938775510203,0.02455113256138583
8,9,1,"[0.8860544217687075, 0.7814625850340136, 0.8460884353741497, 0.9430272108843537, 0.8545918367346939]",0.8622448979591837,0.05279783748693478
8,9,3,"[0.939625850340136, 0.9056122448979592, 0.9761904761904762, 0.95578231292517, 0.9549319727891157]",0.9464285714285715,0.02348540319177419
8,9,5,"[0.9498299319727891, 0.9030612244897959, 0.875, 0.9098639455782312, 0.9022108843537415]",0.9079931972789115,0.024083698362534132
8,9,7,"[0.9175170068027211, 0.8945578231292517, 0.9005102040816326, 0.8945578231292517, 0.9651360544217688]",0.9144557823129252,0.02669905536890295
8,9,9,"[0.9957482993197279, 0.9906462585034014, 0.9880952380952381, 0.9795918367346939, 0.9770408163265306]",0.9862244897959183,0.006958255967849926
