grasp,mean,std
1,0.7853759593881378,0.09707833503626344
2,0.7954081632653061,0.08350299066281443
3,0.7332101389471395,0.06868773567082223
4,0.8455097026159472,0.0725077587563174
5,0.8216415465268676,0.08155225853466669
6,0.7231092730782748,0.14156980368549357
