pos,mean,std
1,0.5407212907728935,0.10569823635030969
2,0.5034642130837341,0.040022593589898584
3,0.5316433677676948,0.07603049489513981
4,0.5470103897558736,0.06258203638546098
5,0.433744999961576,0.06901627063321573
6,0.5604539804237195,0.18125960892577603
7,0.5927051777914347,0.138719488448437
8,0.5374453955029684,0.11310551900995999
9,0.5267318796635841,0.08133537812525614
10,0.5455195643012156,0.057695704233811325
