subject,source,target,acc,mean,std
2,8,6,"[0.8452380952380952, 0.8758503401360545, 0.951530612244898, 0.8503401360544217, 0.9447278911564626]",0.8935374149659863,0.045815581608921324
2,8,8,"[0.9608843537414966, 0.9617346938775511, 0.9362244897959183, 0.9557446808510638, 0.9626168224299065]",0.9554410081391872,0.009900500963158232
3,2,2,"[0.9600340136054422, 0.9693877551020408, 0.9702380952380952, 0.95578231292517, 0.9812925170068028]",0.9673469387755101,0.008879440464086156
3,2,4,"[0.9098639455782312, 0.9056122448979592, 0.8988095238095238, 0.9421768707482994, 0.9047619047619048]",0.9122448979591837,0.015375880343259474
3,2,5,"[0.9379251700680272, 0.9166666666666666, 0.9217687074829932, 0.9260204081632653, 0.9158163265306123]",0.9236394557823129,0.008038300883058822
3,2,6,"[0.9132653061224489, 0.967687074829932, 0.9294217687074829, 0.9319727891156463, 0.9421768707482994]",0.9369047619047619,0.017969359104588172
3,2,8,"[0.8613945578231292, 0.891156462585034, 0.9039115646258503, 0.8460884353741497, 0.8860544217687075]",0.8777210884353741,0.02099083184437461
3,4,2,"[0.935374149659864, 0.8894557823129252, 0.91921768707483, 0.8554421768707483, 0.95578231292517]",0.9110544217687074,0.035264416403490526
3,4,4,"[0.9600340136054422, 0.967687074829932, 0.9702380952380952, 0.8988095238095238, 0.9617346938775511]",0.9517006802721089,0.026708803305306904
3,4,5,"[0.8732993197278912, 0.8154761904761905, 0.9013605442176871, 0.8996598639455783, 0.9022108843537415]",0.8784013605442176,0.03326123676123802
3,4,6,"[0.9166666666666666, 0.9566326530612245, 0.9311224489795918, 0.8715986394557823, 0.9566326530612245]",0.926530612244898,0.03145844797216834
3,4,8,"[0.7610544217687075, 0.8971088435374149, 0.8469387755102041, 0.9047619047619048, 0.9132653061224489]",0.8646258503401361,0.05669518110521801
3,5,2,"[0.9447278911564626, 0.9064625850340136, 0.9549319727891157, 0.91921768707483, 0.9642857142857143]",0.9379251700680273,0.021772693087521375
3,5,4,"[0.8886054421768708, 0.8877551020408163, 0.8860544217687075, 0.9430272108843537, 0.8996598639455783]",0.9010204081632652,0.021542994365428527
3,5,5,"[0.9719387755102041, 0.9540816326530612, 0.9668367346938775, 0.9702380952380952, 0.9778911564625851]",0.9681972789115646,0.007915017876340212
3,5,6,"[0.8877551020408163, 0.951530612244898, 0.8937074829931972, 0.8996598639455783, 0.9175170068027211]",0.9100340136054422,0.023015174860673355
3,5,8,"[0.8869047619047619, 0.8894557823129252, 0.9489795918367347, 0.9115646258503401, 0.8996598639455783]",0.9073129251700681,0.022574889123870925
3,6,2,"[0.9404761904761905, 0.9540816326530612, 0.9532312925170068, 0.8724489795918368, 0.9642857142857143]",0.9369047619047619,0.033101722068304376
3,6,4,"[0.9149659863945578, 0.8681972789115646, 0.9056122448979592, 0.8843537414965986, 0.91921768707483]",0.898469387755102,0.019335470734511542
3,6,5,"[0.8469387755102041, 0.7874149659863946, 0.8945578231292517, 0.9098639455782312, 0.8639455782312925]",0.8605442176870749,0.04274090705428506
3,6,6,"[0.9727891156462585, 0.9804421768707483, 0.9651360544217688, 0.9829931972789115, 0.9736394557823129]",0.975,0.006285618575706219
3,6,8,"[0.7891156462585034, 0.8503401360544217, 0.8418367346938775, 0.8971088435374149, 0.8877551020408163]",0.8532312925170068,0.03838266206611033
3,8,2,"[0.8971088435374149, 0.782312925170068, 0.9090136054421769, 0.8129251700680272, 0.8724489795918368]",0.8547619047619047,0.04908871536339597
3,8,4,"[0.8698979591836735, 0.8375850340136054, 0.8401360544217688, 0.8231292517006803, 0.826530612244898]",0.8394557823129253,0.016518500083793314
3,8,5,"[0.9158163265306123, 0.8869047619047619, 0.9328231292517006, 0.8852040816326531, 0.8903061224489796]",0.9022108843537413,0.01890740423086707
3,8,6,"[0.9183673469387755, 0.9047619047619048, 0.9311224489795918, 0.8341836734693877, 0.9328231292517006]",0.904251700680272,0.03646204563516147
3,8,8,"[0.9549319727891157, 0.9719387755102041, 0.9651360544217688, 0.9438775510204082, 0.9727891156462585]",0.9617346938775511,0.01098223421153942
4,2,2,"[0.9379251700680272, 0.9685374149659864, 0.8809523809523809, 0.9549319727891157, 0.9328802039082413]",0.9350454285367503,0.029853732440755665
4,2,4,"[0.7278911564625851, 0.8044217687074829, 0.7585034013605442, 0.8010204081632653, 0.7304421768707483]",0.7644557823129252,0.03305625505050155
4,2,5,"[0.9532312925170068, 0.9015280135823429, 0.9167374681393373, 0.9022108843537415, 0.891156462585034]",0.9129728242354925,0.021714849705512178
4,2,6,"[0.7117346938775511, 0.8409863945578231, 0.7457482993197279, 0.7406462585034014, 0.8843537414965986]",0.7846938775510204,0.06615274634124461
4,2,8,"[0.7848639455782312, 0.8971088435374149, 0.9115646258503401, 0.8954081632653061, 0.9013605442176871]",0.878061224489796,0.046935694466562886
4,4,2,"[0.8239795918367347, 0.8996598639455783, 0.8622448979591837, 0.8443877551020408, 0.8836023789294817]",0.8627748975546037,0.026973054624825556
4,4,4,"[0.9583333333333334, 0.8928571428571429, 0.951530612244898, 0.9617346938775511, 0.9540816326530612]",0.9437074829931973,0.025665062847565815
4,4,5,"[0.9311224489795918, 0.9397283531409168, 0.8793542905692439, 0.9064625850340136, 0.8801020408163265]",0.9073539437080186,0.025061865598432116
4,4,6,"[0.7857142857142857, 0.8954081632653061, 0.7593537414965986, 0.8180272108843537, 0.8001700680272109]",0.811734693877551,0.04603349136018552
4,4,8,"[0.8801020408163265, 0.9319727891156463, 0.8095238095238095, 0.9098639455782312, 0.9090136054421769]",0.8880952380952382,0.04260059809905214
4,5,2,"[0.8758503401360545, 0.9685374149659864, 0.8767006802721088, 0.8630952380952381, 0.9328802039082413]",0.9034127754755257,0.040517343692817585
4,5,4,"[0.8163265306122449, 0.8086734693877551, 0.8052721088435374, 0.7950680272108843, 0.8562925170068028]",0.8163265306122449,0.021118587178605992
4,5,5,"[0.967687074829932, 0.9847198641765704, 0.9498725573491928, 0.9549319727891157, 0.9642857142857143]",0.964299436686105,0.012036231691475214
4,5,6,"[0.9285714285714286, 0.9659863945578231, 0.9447278911564626, 0.9370748299319728, 0.9608843537414966]",0.9474489795918368,0.01411052279774933
4,5,8,"[0.8792517006802721, 0.9574829931972789, 0.9217687074829932, 0.91921768707483, 0.9447278911564626]",0.9244897959183673,0.0267574897187819
4,6,2,"[0.9098639455782312, 0.9413265306122449, 0.8545918367346939, 0.8401360544217688, 0.8844519966015293]",0.8860740727896937,0.036668395090274544
4,6,4,"[0.8061224489795918, 0.8027210884353742, 0.7891156462585034, 0.798469387755102, 0.7925170068027211]",0.7977891156462585,0.00628101541245558
4,6,5,"[0.9523809523809523, 0.9388794567062818, 0.9413763806287171, 0.9039115646258503, 0.9472789115646258]",0.9367654531812855,0.01708498919212508
4,6,6,"[0.9634353741496599, 0.9702380952380952, 0.9583333333333334, 0.9608843537414966, 0.9651360544217688]",0.9636054421768708,0.004038891866339418
4,6,8,"[0.8299319727891157, 0.9217687074829932, 0.9056122448979592, 0.8010204081632653, 0.9387755102040817]",0.879421768707483,0.05403347875458666
4,8,2,"[0.8477891156462585, 0.9540816326530612, 0.9209183673469388, 0.9421768707482994, 0.9464740866610025]",0.922288014611112,0.03884154659240361
4,8,4,"[0.8375850340136054, 0.8299319727891157, 0.8962585034013606, 0.8562925170068028, 0.8511904761904762]",0.8542517006802722,0.023010147517917735
4,8,5,"[0.9634353741496599, 0.9601018675721562, 0.8819031435853866, 0.9132653061224489, 0.8214285714285714]",0.9080268525716445,0.05289813477713987
4,8,6,"[0.766156462585034, 0.7857142857142857, 0.6836734693877551, 0.8154761904761905, 0.8231292517006803]",0.7748299319727892,0.04997627740260263
4,8,8,"[0.8886054421768708, 0.967687074829932, 0.9107142857142857, 0.9421768707482994, 0.9506802721088435]",0.9319727891156463,0.02850352312736805
5,2,2,"[0.8928571428571429, 0.9506802721088435, 0.9302721088435374, 0.9209183673469388, 0.9251700680272109]",0.9239795918367347,0.018611379619461823
5,2,4,"[0.8937074829931972, 0.9370748299319728, 0.8945578231292517, 0.8520408163265306, 0.8877551020408163]",0.8930272108843538,0.027021021291794775
5,2,5,"[0.8996598639455783, 0.9430272108843537, 0.8980458793542906, 0.8903061224489796, 0.9226190476190477]",0.91073162485045,0.019416636547214348
5,2,6,"[0.9081632653061225, 0.9328231292517006, 0.9124149659863946, 0.9124149659863946, 0.9039115646258503]",0.9139455782312925,0.00995152301927059
5,2,8,"[0.8316326530612245, 0.9141156462585034, 0.8571428571428571, 0.8715986394557823, 0.858843537414966]",0.8666666666666666,0.027037072431533873
5,4,2,"[0.8877551020408163, 0.8341836734693877, 0.9030612244897959, 0.8852040816326531, 0.8622448979591837]",0.8744897959183673,0.02400671501228284
5,4,4,"[0.9387755102040817, 0.9455782312925171, 0.91921768707483, 0.9268707482993197, 0.923469387755102]",0.93078231292517,0.009852209767319908
5,4,5,"[0.9047619047619048, 0.9183673469387755, 0.8988954970263382, 0.8392857142857143, 0.9098639455782312]",0.8942348817181929,0.028208488316461458
5,4,6,"[0.8792517006802721, 0.9277210884353742, 0.9030612244897959, 0.9183673469387755, 0.8758503401360545]",0.9008503401360544,0.02061684688529487
5,4,8,"[0.8613945578231292, 0.9430272108843537, 0.8503401360544217, 0.8647959183673469, 0.8061224489795918]",0.8651360544217687,0.044232728995688635
5,5,2,"[0.8928571428571429, 0.8545918367346939, 0.9005102040816326, 0.8843537414965986, 0.8920068027210885]",0.8848639455782313,0.015977345825249047
5,5,4,"[0.8860544217687075, 0.9124149659863946, 0.8605442176870748, 0.8562925170068028, 0.8647959183673469]",0.8760204081632652,0.02088030938703036
5,5,5,"[0.9209183673469388, 0.9345238095238095, 0.9175870858113849, 0.9336734693877551, 0.9370748299319728]",0.9287555124003722,0.007909806469032655
5,5,6,"[0.9039115646258503, 0.907312925170068, 0.8886054421768708, 0.8903061224489796, 0.8784013605442177]",0.8937074829931972,0.010593477212515254
5,5,8,"[0.9098639455782312, 0.8715986394557823, 0.8528911564625851, 0.8732993197278912, 0.8452380952380952]",0.870578231292517,0.02239092679335885
5,6,2,"[0.8664965986394558, 0.9226190476190477, 0.9251700680272109, 0.9022108843537415, 0.9124149659863946]",0.9057823129251702,0.021257823118366995
5,6,4,"[0.8869047619047619, 0.9158163265306123, 0.8358843537414966, 0.8460884353741497, 0.8520408163265306]",0.8673469387755102,0.029691364411966258
5,6,5,"[0.9166666666666666, 0.9506802721088435, 0.9056924384027187, 0.9311224489795918, 0.9311224489795918]",0.9270568550274826,0.015202093637762612
5,6,6,"[0.8945578231292517, 0.9574829931972789, 0.9362244897959183, 0.9404761904761905, 0.9268707482993197]",0.9311224489795917,0.020801203879483886
5,6,8,"[0.9081632653061225, 0.9387755102040817, 0.8826530612244898, 0.8852040816326531, 0.8886054421768708]",0.9006802721088436,0.021059613835651216
5,8,2,"[0.8324829931972789, 0.7576530612244898, 0.8078231292517006, 0.7959183673469388, 0.8231292517006803]",0.8034013605442178,0.026089787900974753
5,8,4,"[0.8086734693877551, 0.8256802721088435, 0.7619047619047619, 0.7508503401360545, 0.7687074829931972]",0.7831632653061226,0.028856490160585824
5,8,5,"[0.8886054421768708, 0.8979591836734694, 0.8819031435853866, 0.9013605442176871, 0.9022108843537415]",0.894407839601431,0.007897783131128535
5,8,6,"[0.8673469387755102, 0.9260204081632653, 0.9200680272108843, 0.9328231292517006, 0.9124149659863946]",0.911734693877551,0.02319044525992553
5,8,8,"[0.9438775510204082, 0.9472789115646258, 0.9149659863945578, 0.9158163265306123, 0.907312925170068]",0.9258503401360544,0.01641310662101331
6,2,2,"[0.9651360544217688, 0.9821428571428571, 0.9600340136054422, 0.95578231292517, 0.9659863945578231]",0.9658163265306122,0.008957274885893663
6,2,4,"[0.939625850340136, 0.8537414965986394, 0.9600340136054422, 0.9498725573491928, 0.939625850340136]",0.9285799536467092,0.038177352399500125
6,2,5,"[0.9166666666666666, 0.8411214953271028, 0.9566694987255735, 0.9651063829787234, 0.9132653061224489]",0.9185658699641029,0.04392548232991073
6,2,6,"[0.9124149659863946, 0.9472789115646258, 0.9549319727891157, 0.8613945578231292, 0.9617346938775511]",0.9275510204081632,0.037183887531711084
6,2,8,"[0.8622448979591837, 0.9540816326530612, 0.939625850340136, 0.9438297872340425, 0.9574829931972789]",0.9314530322767405,0.03521180851533596
6,4,2,"[0.9387755102040817, 0.9761904761904762, 0.9438775510204082, 0.967687074829932, 0.9600340136054422]",0.9573129251700682,0.014110522797749334
6,4,4,"[0.9778911564625851, 0.9770408163265306, 0.9659863945578231, 0.967714528462192, 0.967687074829932]",0.9712639941278127,0.005109541480860135
6,4,5,"[0.9702380952380952, 0.9209855564995751, 0.9575191163976211, 0.9046808510638298, 0.9591836734693877]",0.9425214585337016,0.025165364087499066
6,4,6,"[0.9217687074829932, 0.9778911564625851, 0.951530612244898, 0.9430272108843537, 0.9770408163265306]",0.9542517006802722,0.021291810642257474
6,4,8,"[0.8324829931972789, 0.91921768707483, 0.842687074829932, 0.8229787234042554, 0.9336734693877551]",0.8702079895788103,0.046563928657319016
6,5,2,"[0.951530612244898, 0.9481292517006803, 0.9404761904761905, 0.9039115646258503, 0.9566326530612245]",0.9401360544217686,0.018858389490651863
6,5,4,"[0.9736394557823129, 0.8664965986394558, 0.9617346938775511, 0.9634664401019541, 0.9617346938775511]",0.945414376455765,0.039707060535466576
6,5,5,"[0.9608843537414966, 0.9685641461342396, 0.9719626168224299, 0.9753191489361702, 0.9736394557823129]",0.9700739442833299,0.005109211149229532
6,5,6,"[0.9600340136054422, 0.9693877551020408, 0.9472789115646258, 0.9523809523809523, 0.9702380952380952]",0.9598639455782312,0.00908551727155992
6,5,8,"[0.9549319727891157, 0.939625850340136, 0.9540816326530612, 0.9472340425531914, 0.9651360544217688]",0.9522019105514546,0.008498419565373722
6,6,2,"[0.9413265306122449, 0.9464285714285714, 0.951530612244898, 0.875, 0.9472789115646258]",0.9323129251700681,0.02883944586562105
6,6,4,"[0.9583333333333334, 0.939625850340136, 0.9506802721088435, 0.9430756159728122, 0.9506802721088435]",0.9484790687727938,0.006547883643748715
6,6,5,"[0.9659863945578231, 0.8903993203058623, 0.9566694987255735, 0.9480851063829787, 0.9481292517006803]",0.9418539143345835,0.026561856119760977
6,6,6,"[0.95578231292517, 0.9744897959183674, 0.9583333333333334, 0.9532312925170068, 0.9744897959183674]",0.963265306122449,0.009305689809730943
6,6,8,"[0.8954081632653061, 0.8971088435374149, 0.9158163265306123, 0.9148936170212766, 0.9566326530612245]",0.9159719206831669,0.022059763844587223
6,8,2,"[0.939625850340136, 0.9141156462585034, 0.9005102040816326, 0.9625850340136054, 0.935374149659864]",0.9304421768707483,0.02146767838482757
6,8,4,"[0.9634353741496599, 0.8928571428571429, 0.9608843537414966, 0.9600679694137638, 0.9625850340136054]",0.9479659748351337,0.027580229711675338
6,8,5,"[0.91921768707483, 0.9507221750212405, 0.9702633814783348, 0.9685106382978723, 0.9668367346938775]",0.9551101233132311,0.019257359729129307
6,8,6,"[0.9421768707482994, 0.9566326530612245, 0.9404761904761905, 0.9532312925170068, 0.9617346938775511]",0.9508503401360544,0.008251366986876328
6,8,8,"[0.907312925170068, 0.9710884353741497, 0.9566326530612245, 0.9557446808510638, 0.9608843537414966]",0.9503326096396005,0.022189267312308022
7,2,2,"[0.9141156462585034, 0.8365957446808511, 0.9277210884353742, 0.8656462585034014, 0.8784013605442177]",0.8844960196844696,0.03296247429713697
7,2,4,"[0.7517006802721088, 0.6811224489795918, 0.7576530612244898, 0.6998299319727891, 0.7551020408163265]",0.7290816326530611,0.03212710624411017
7,2,5,"[0.7755102040816326, 0.7457482993197279, 0.75, 0.7755102040816326, 0.7593537414965986]",0.7612244897959184,0.012467274019123297
7,2,6,"[0.7585034013605442, 0.7457482993197279, 0.7525510204081632, 0.7261904761904762, 0.7125850340136054]",0.7391156462585033,0.017154123821665652
7,2,8,"[0.5697278911564626, 0.66921768707483, 0.6723404255319149, 0.5909863945578231, 0.7142857142857143]",0.6433116225213491,0.05422842850326133
7,4,2,"[0.7874149659863946, 0.7319148936170212, 0.7244897959183674, 0.7670068027210885, 0.7831632653061225]",0.7587979447097989,0.025998983110530196
7,4,4,"[0.9251700680272109, 0.9574829931972789, 0.9328231292517006, 0.9328231292517006, 0.8469387755102041]",0.9190476190476191,0.037666900712962685
7,4,5,"[0.9098639455782312, 0.8988095238095238, 0.9183673469387755, 0.8520408163265306, 0.8469387755102041]",0.8852040816326531,0.029856506596773375
7,4,6,"[0.7329931972789115, 0.8886054421768708, 0.7568027210884354, 0.8511904761904762, 0.7380952380952381]",0.7935374149659864,0.06395417151696806
7,4,8,"[0.9124149659863946, 0.8920068027210885, 0.8714893617021277, 0.8613945578231292, 0.9047619047619048]",0.888413518598929,0.01935304743796891
7,5,2,"[0.8256802721088435, 0.6502127659574468, 0.8171768707482994, 0.6802721088435374, 0.826530612244898]",0.759974525980605,0.07799895537875262
7,5,4,"[0.8409863945578231, 0.8494897959183674, 0.9107142857142857, 0.8903061224489796, 0.7857142857142857]",0.8554421768707483,0.043305611654154384
7,5,5,"[0.9370748299319728, 0.9549319727891157, 0.9226190476190477, 0.9387755102040817, 0.9472789115646258]",0.9401360544217688,0.010844420793829827
7,5,6,"[0.8843537414965986, 0.9166666666666666, 0.8988095238095238, 0.9285714285714286, 0.9098639455782312]",0.9076530612244899,0.015131276475874308
7,5,8,"[0.9277210884353742, 0.9132653061224489, 0.9182978723404255, 0.8545918367346939, 0.9005102040816326]",0.9028772615429151,0.02569049494327639
7,6,2,"[0.8120748299319728, 0.7931914893617021, 0.7568027210884354, 0.7729591836734694, 0.8358843537414966]",0.7941825155594152,0.027956534854409923
7,6,4,"[0.8452380952380952, 0.8503401360544217, 0.9090136054421769, 0.8664965986394558, 0.7814625850340136]",0.8505102040816327,0.04116700264203953
7,6,5,"[0.9056122448979592, 0.8903061224489796, 0.9013605442176871, 0.9098639455782312, 0.9124149659863946]",0.9039115646258503,0.00777491799364795
7,6,6,"[0.9481292517006803, 0.9379251700680272, 0.9226190476190477, 0.9506802721088435, 0.9583333333333334]",0.9435374149659864,0.012329638748565882
7,6,8,"[0.8937074829931972, 0.9047619047619048, 0.9319148936170213, 0.8622448979591837, 0.8596938775510204]",0.8904646113764654,0.02711547527816383
7,8,2,"[0.7100340136054422, 0.5404255319148936, 0.6675170068027211, 0.6335034013605442, 0.6938775510204082]",0.6490715009408018,0.060183983036592295
7,8,4,"[0.8137755102040817, 0.8188775510204082, 0.8613945578231292, 0.7899659863945578, 0.6989795918367347]",0.7965986394557824,0.05396920672190121
7,8,5,"[0.8290816326530612, 0.8112244897959183, 0.8630952380952381, 0.7899659863945578, 0.8129251700680272]",0.8212585034013605,0.024334589436579353
7,8,6,"[0.8086734693877551, 0.7925170068027211, 0.7712585034013606, 0.826530612244898, 0.8154761904761905]",0.8028911564625851,0.019281544618775594
7,8,8,"[0.9370748299319728, 0.9472789115646258, 0.9446808510638298, 0.9345238095238095, 0.9336734693877551]",0.9394463742943986,0.005512362193904915
8,2,2,"[0.9923469387755102, 0.9940476190476191, 0.9778911564625851, 0.9914965986394558, 0.9753401360544217]",0.9862244897959185,0.007929621242771964
8,2,4,"[0.9005102040816326, 0.9897959183673469, 0.8962585034013606, 0.9642857142857143, 0.9379251700680272]",0.9377551020408165,0.036114537227517646
8,2,5,"[0.9141156462585034, 0.8683092608326253, 0.8784013605442177, 0.9608843537414966, 0.9600340136054422]",0.916348926996457,0.03910142170057594
8,2,6,"[0.8664965986394558, 0.8758503401360545, 0.7474489795918368, 0.7525510204081632, 0.7406462585034014]",0.7965986394557822,0.061078813841632544
8,2,8,"[0.8596938775510204, 0.7874149659863946, 0.814625850340136, 0.8639455782312925, 0.8095238095238095]",0.8270408163265305,0.02986425549557937
8,4,2,"[0.8809523809523809, 0.9617346938775511, 0.9302721088435374, 0.9617346938775511, 0.9022108843537415]",0.9273809523809524,0.032118102262474295
8,4,4,"[0.9166666666666666, 0.9974489795918368, 0.9914965986394558, 0.9455782312925171, 0.9940476190476191]",0.9690476190476189,0.032342449812629494
8,4,5,"[0.9251700680272109, 0.8249787595581988, 0.9464285714285714, 0.9294217687074829, 0.9744897959183674]",0.9200977927279663,0.050620341551542505
8,4,6,"[0.7704081632653061, 0.8035714285714286, 0.7721088435374149, 0.7219387755102041, 0.6998299319727891]",0.7535714285714286,0.03745900315044855
